route_id,query_date,route_pair,n_flights,synthetic,corridor_id,waypoint_index,lon,lat
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,54,84.06886,24.15586
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,55,85.32374,23.59932
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,56,86.57089,23.04279
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,57,87.80881,22.46704
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,58,88.42978,22.18397
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,59,100.7501,13.6811
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,0,24.9633,60.3172
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,1,30.0161,59.75185
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,2,30.61825,59.57597
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,3,31.81975,59.23218
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,4,32.99355,58.80747
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,5,34.13874,58.30201
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,6,35.26401,57.7644
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,7,36.36936,57.20039
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,8,37.47819,56.65554
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,9,38.60839,56.1585
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,10,39.76047,55.70801
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,11,40.93809,55.30706
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,12,42.14354,54.95947
2022-01-17_EFHK_VTBS_0,2022-01-17,EFHK→VTBS,4,False,0,13,43.3616,54.63536
