zone,date,affected_hexes,affected_km2,high,medium
Middle East (Iraq/Iran),2025-02-17,23.0,40465.0,10.0,13.0
Middle East (Iraq/Iran),2025-02-24,21.0,36924.0,11.0,10.0
Middle East (Iraq/Iran),2025-03-03,23.0,39959.0,11.0,12.0
Middle East (Iraq/Iran),2025-03-10,16.0,27567.0,11.0,5.0
Middle East (Iraq/Iran),2025-03-17,19.0,33890.0,12.0,8.0
Middle East (Iraq/Iran),2025-03-24,16.0,27567.0,8.0,7.0
Middle East (Iraq/Iran),2025-03-31,17.0,29843.0,10.0,7.0
Middle East (Iraq/Iran),2025-04-07,16.0,27820.0,10.0,6.0
Middle East (Iraq/Iran),2025-04-14,17.0,30602.0,11.0,6.0
Middle East (Iraq/Iran),2025-04-21,15.0,26049.0,11.0,4.0
Middle East (Iraq/Iran),2025-04-28,13.0,23015.0,7.0,6.0
Middle East (Iraq/Iran),2025-05-05,17.0,29337.0,9.0,8.0
Middle East (Iraq/Iran),2025-05-12,18.0,31108.0,9.0,8.0
Middle East (Iraq/Iran),2025-05-19,14.0,24195.0,1.0,13.0
Middle East (Iraq/Iran),2025-05-26,4.0,6196.0,0.0,4.0
Middle East (Iraq/Iran),2025-06-02,4.0,6373.0,0.0,4.0
Middle East (Iraq/Iran),2025-06-09,3.0,4721.0,0.0,3.0
Middle East (Iraq/Iran),2025-06-16,51.0,90583.0,14.0,38.0
Middle East (Iraq/Iran),2025-06-23,111.0,197014.0,50.0,61.0
Middle East (Iraq/Iran),2025-06-30,64.0,112544.0,22.0,41.0
Middle East (Iraq/Iran),2025-07-07,57.0,100151.0,23.0,34.0
Middle East (Iraq/Iran),2025-07-14,60.0,105968.0,32.0,28.0
Middle East (Iraq/Iran),2025-07-21,47.0,83712.0,27.0,20.0
Middle East (Iraq/Iran),2025-07-28,32.0,56061.0,15.0,16.0
Middle East (Iraq/Iran),2025-08-04,37.0,64997.0,19.0,17.0
Middle East (Iraq/Iran),2025-08-11,30.0,52858.0,12.0,18.0
Middle East (Iraq/Iran),2025-08-18,13.0,23015.0,5.0,8.0
Middle East (Iraq/Iran),2025-08-25,9.0,15174.0,3.0,6.0
Middle East (Iraq/Iran),2025-09-01,16.0,28831.0,5.0,12.0
Middle East (Iraq/Iran),2025-09-08,26.0,45523.0,9.0,17.0
Middle East (Iraq/Iran),2025-09-15,32.0,56651.0,10.0,22.0
Middle East (Iraq/Iran),2025-09-22,22.0,39453.0,5.0,17.0
Middle East (Iraq/Iran),2025-09-29,3.0,4552.0,1.0,1.0
Middle East (Iraq/Iran),2025-10-06,40.0,71573.0,14.0,26.0
Middle East (Iraq/Iran),2025-10-13,10.0,17703.0,3.0,7.0
Middle East (Iraq/Iran),2025-10-20,3.0,5311.0,1.0,2.0
Middle East (Iraq/Iran),2025-10-27,7.0,12140.0,3.0,4.0
Middle East (Iraq/Iran),2025-11-03,9.0,15680.0,3.0,6.0
Middle East (Iraq/Iran),2025-11-10,2.0,4426.0,1.0,1.0
Middle East (Iraq/Iran),2025-11-17,4.0,6323.0,1.0,2.0
Middle East (Iraq/Iran),2025-11-24,6.0,10622.0,2.0,4.0
Middle East (Iraq/Iran),2025-12-01,16.0,28831.0,4.0,12.0
Middle East (Iraq/Iran),2025-12-08,12.0,22129.0,2.0,10.0
Middle East (Iraq/Iran),2025-12-15,12.0,21539.0,3.0,9.0
Middle East (Iraq/Iran),2025-12-22,3.0,6070.0,0.0,3.0
Middle East (Iraq/Iran),2025-12-29,8.0,13573.0,2.0,6.0
Middle East (Iraq/Iran),2026-01-05,9.0,16186.0,1.0,8.0
Middle East (Iraq/Iran),2026-01-12,22.0,38442.0,7.0,15.0
Middle East (Iraq/Iran),2026-01-19,6.0,10875.0,0.0,6.0
Middle East (Iraq/Iran),2026-01-26,6.0,10622.0,1.0,5.0
Middle East (Iraq/Iran),2026-02-02,39.0,69296.0,21.0,18.0
Middle East (Iraq/Iran),2026-02-09,38.0,66767.0,18.0,19.0
Middle East (Iraq/Iran),2026-02-16,37.0,64744.0,18.0,18.0
Middle East (Iraq/Iran),2026-02-23,48.0,84977.0,31.0,17.0
Middle East (Iraq/Iran),2026-03-02,38.0,67779.0,23.0,15.0
Middle East (Iraq/Iran),2026-03-09,74.0,131512.0,57.0,17.0
Middle East (Iraq/Iran),2026-03-16,99.0,175264.0,78.0,21.0
Middle East (Iraq/Iran),2026-03-23,97.0,171977.0,76.0,21.0
Middle East (Iraq/Iran),2026-03-30,92.0,163125.0,60.0,32.0
Middle East (Iraq/Iran),2026-04-06,106.0,187151.0,71.0,35.0
Middle East (Iraq/Iran),2026-04-13,83.0,146433.0,47.0,35.0
Middle East (Iraq/Iran),2026-04-20,38.0,67863.0,16.0,23.0
Middle East (Iraq/Iran),2026-04-27,48.0,84218.0,24.0,24.0
Middle East (Iraq/Iran),2026-05-04,56.0,98254.0,21.0,34.0
Other,2022-02-14,66.0,116843.0,28.0,38.0
Other,2022-02-21,123.0,217247.0,64.0,59.0
Other,2022-02-28,118.0,209407.0,53.0,65.0
Other,2022-03-07,124.0,219523.0,57.0,67.0
Other,2022-03-14,141.0,248860.0,48.0,93.0
Other,2022-03-21,108.0,190945.0,52.0,56.0
Other,2022-03-28,104.0,184622.0,48.0,56.0
Other,2022-04-04,132.0,233433.0,53.0,79.0
Other,2022-04-11,104.0,184622.0,41.0,63.0
Other,2022-04-18,100.0,176782.0,40.0,60.0
Other,2022-04-25,109.0,192462.0,48.0,60.0
Other,2022-05-02,115.0,204096.0,45.0,71.0
Other,2022-05-09,118.0,208901.0,56.0,62.0
Other,2022-05-16,115.0,203843.0,52.0,63.0
Other,2022-05-23,114.0,201061.0,46.0,68.0
Other,2022-05-30,90.0,160090.0,36.0,55.0
Other,2022-06-06,111.0,197267.0,42.0,70.0
Other,2022-06-13,114.0,201820.0,44.0,70.0
Other,2022-06-20,121.0,214212.0,49.0,72.0
Other,2022-06-27,127.0,225593.0,54.0,74.0
Other,2022-07-04,137.0,242791.0,62.0,75.0
Other,2022-07-11,121.0,213959.0,44.0,77.0
Other,2022-07-18,126.0,223064.0,43.0,83.0
Other,2022-07-25,153.0,271369.0,60.0,93.0
Other,2022-08-01,129.0,228628.0,65.0,64.0
Other,2022-08-08,179.0,316386.0,95.0,84.0
Other,2022-08-15,166.0,293372.0,85.0,81.0
Other,2022-08-22,174.0,308799.0,84.0,91.0
Other,2022-08-29,178.0,315375.0,84.0,94.0
Other,2022-09-05,154.0,272381.0,83.0,71.0
Other,2022-09-12,153.0,270357.0,73.0,80.0
Other,2022-09-19,141.0,249619.0,67.0,74.0
Other,2022-09-26,129.0,227869.0,58.0,70.0
Other,2022-10-03,173.0,306523.0,85.0,89.0
Other,2022-10-10,150.0,265552.0,74.0,76.0
Other,2022-10-17,134.0,236873.0,61.0,73.0
Other,2022-10-24,117.0,206625.0,60.0,56.0
Other,2022-10-31,122.0,215477.0,65.0,57.0
Other,2022-11-07,127.0,224834.0,67.0,60.0
Other,2022-11-14,115.0,203084.0,55.0,60.0
Other,2022-11-21,117.0,206878.0,58.0,59.0
Other,2022-11-28,116.0,204602.0,62.0,53.0
Other,2022-12-05,137.0,242791.0,78.0,59.0
Other,2022-12-12,170.0,300706.0,96.0,74.0
Other,2022-12-19,233.0,412997.0,132.0,101.0
Other,2022-12-26,202.0,358369.0,127.0,76.0
Other,2023-01-02,214.0,377969.0,96.0,118.0
Other,2023-01-09,223.0,395293.0,102.0,121.0
Other,2023-01-16,204.0,361151.0,108.0,96.0
Other,2023-01-23,209.0,370508.0,108.0,101.0
Other,2023-01-30,184.0,324985.0,95.0,89.0
Other,2023-02-06,168.0,296660.0,85.0,82.0
Other,2023-02-13,168.0,297924.0,78.0,90.0
Other,2023-02-20,189.0,333837.0,98.0,91.0
Other,2023-02-27,187.0,331561.0,99.0,88.0
Other,2023-03-06,203.0,358875.0,108.0,95.0
Other,2023-03-13,203.0,359633.0,101.0,102.0
Other,2023-03-20,222.0,393017.0,114.0,108.0
Other,2023-03-27,232.0,410974.0,128.0,104.0
Other,2023-04-03,270.0,478247.0,162.0,108.0
Other,2023-04-10,285.0,504296.0,173.0,112.0
Other,2023-04-17,260.0,460290.0,162.0,98.0
Other,2023-04-24,260.0,459785.0,162.0,98.0
Other,2023-05-01,225.0,398834.0,146.0,79.0
Other,2023-05-08,220.0,389729.0,148.0,72.0
Other,2023-05-15,243.0,429942.0,149.0,94.0
Other,2023-05-22,253.0,447898.0,150.0,103.0
Other,2023-05-29,242.0,427918.0,170.0,72.0
Other,2023-06-05,285.0,504549.0,188.0,97.0
Other,2023-06-12,284.0,503032.0,198.0,86.0
Other,2023-06-19,285.0,504802.0,185.0,101.0
Other,2023-06-26,267.0,472430.0,176.0,91.0
Other,2023-07-03,324.0,574351.0,208.0,117.0
Other,2023-07-10,301.0,532622.0,212.0,89.0
Other,2023-07-17,301.0,532369.0,183.0,118.0
Other,2023-07-24,304.0,538944.0,189.0,116.0
Other,2023-07-31,313.0,554878.0,185.0,129.0
Other,2023-08-07,251.0,445116.0,151.0,101.0
Other,2023-08-14,336.0,595090.0,219.0,117.0
Other,2023-08-21,344.0,609758.0,230.0,114.0
Other,2023-08-28,319.0,565500.0,219.0,101.0
Other,2023-09-04,338.0,599136.0,230.0,108.0
Other,2023-09-11,323.0,572328.0,219.0,105.0
Other,2023-09-18,326.0,576375.0,215.0,111.0
Other,2023-09-25,282.0,499997.0,182.0,100.0
Other,2023-10-02,261.0,462061.0,184.0,77.0
Other,2023-10-09,230.0,407180.0,161.0,69.0
Other,2023-10-16,269.0,476476.0,180.0,89.0
Other,2023-10-23,298.0,528069.0,191.0,107.0
Other,2023-10-30,279.0,493421.0,172.0,107.0
Other,2023-11-06,279.0,493927.0,176.0,103.0
Other,2023-11-13,240.0,425642.0,160.0,80.0
Other,2023-11-20,251.0,444863.0,169.0,82.0
Other,2023-11-27,245.0,434494.0,167.0,78.0
Other,2023-12-04,259.0,458773.0,168.0,91.0
Other,2023-12-11,268.0,474959.0,159.0,109.0
Other,2023-12-18,255.0,451186.0,163.0,92.0
Other,2023-12-25,257.0,454474.0,165.0,91.0
Other,2024-01-01,261.0,462061.0,171.0,90.0
Other,2024-01-08,266.0,470407.0,168.0,98.0
Other,2024-01-15,270.0,478753.0,168.0,103.0
Other,2024-01-22,277.0,490386.0,166.0,111.0
Other,2024-01-29,191.0,338136.0,112.0,80.0
Other,2024-02-05,267.0,473273.0,158.0,110.0
Other,2024-02-12,251.0,444357.0,132.0,119.0
Other,2024-02-19,272.0,481029.0,153.0,119.0
Other,2024-02-26,234.0,414514.0,124.0,110.0
Other,2024-03-04,300.0,530851.0,167.0,133.0
Other,2024-03-11,247.0,438035.0,145.0,103.0
Other,2024-03-18,295.0,522000.0,172.0,123.0
Other,2024-03-25,272.0,481535.0,160.0,112.0
Other,2024-04-01,272.0,481535.0,144.0,128.0
Other,2024-04-08,305.0,540715.0,175.0,130.0
Other,2024-04-15,300.0,530598.0,179.0,121.0
Other,2024-04-22,267.0,472177.0,153.0,114.0
Other,2024-04-29,291.0,515930.0,175.0,117.0
Other,2024-05-06,285.0,504802.0,170.0,115.0
Other,2024-05-13,271.0,480270.0,157.0,114.0
Other,2024-05-20,320.0,566005.0,191.0,128.0
Other,2024-05-27,278.0,491398.0,174.0,104.0
Other,2024-06-03,329.0,581686.0,193.0,135.0
Other,2024-06-10,350.0,618863.0,215.0,134.0
Other,2024-06-17,359.0,635555.0,222.0,137.0
Other,2024-06-24,338.0,597619.0,209.0,129.0
Other,2024-07-01,350.0,618863.0,208.0,142.0
Other,2024-07-08,367.0,650223.0,227.0,140.0
Other,2024-07-15,378.0,668837.0,227.0,151.0
Other,2024-07-22,371.0,656799.0,227.0,144.0
Other,2024-07-29,381.0,674755.0,226.0,155.0
Other,2024-08-05,395.0,699793.0,247.0,148.0
Other,2024-08-12,400.0,707886.0,250.0,150.0
Other,2024-08-19,401.0,709151.0,253.0,147.0
Other,2024-08-26,414.0,732924.0,263.0,151.0
Other,2024-09-02,402.0,711680.0,278.0,124.0
Other,2024-09-09,358.0,633784.0,239.0,119.0
Other,2024-09-16,395.0,699287.0,246.0,149.0
Other,2024-09-23,382.0,675767.0,238.0,144.0
Other,2024-09-30,399.0,706875.0,234.0,165.0
Other,2024-10-07,336.0,594078.0,211.0,125.0
Other,2024-10-14,350.0,619622.0,229.0,121.0
Other,2024-10-21,359.0,636314.0,231.0,129.0
Other,2024-10-28,404.0,715979.0,222.0,183.0
Other,2024-11-04,330.0,584468.0,207.0,123.0
Other,2024-11-11,339.0,600401.0,199.0,140.0
Other,2024-11-18,381.0,675261.0,224.0,157.0
Other,2024-11-25,433.0,766055.0,260.0,172.0
Other,2024-12-02,391.0,691700.0,243.0,147.0
Other,2024-12-09,432.0,764537.0,254.0,178.0
Other,2024-12-16,444.0,785529.0,254.0,190.0
Other,2024-12-23,440.0,779712.0,258.0,182.0
Other,2024-12-30,440.0,778194.0,271.0,168.0
Other,2025-01-06,420.0,742787.0,277.0,143.0
Other,2025-01-13,470.0,831709.0,296.0,174.0
Other,2025-01-20,424.0,750374.0,260.0,164.0
Other,2025-01-27,441.0,781229.0,265.0,177.0
Other,2025-02-03,426.0,754168.0,263.0,163.0
Other,2025-02-10,407.0,720784.0,254.0,153.0
Other,2025-02-17,413.0,731659.0,267.0,146.0
Other,2025-02-24,400.0,707633.0,259.0,141.0
Other,2025-03-03,423.0,749616.0,257.0,167.0
Other,2025-03-10,407.0,720279.0,248.0,159.0
Other,2025-03-17,462.0,817901.0,295.0,167.0
Other,2025-03-24,405.0,716485.0,255.0,150.0
Other,2025-03-31,415.0,734947.0,262.0,153.0
Other,2025-04-07,476.0,842938.0,291.0,185.0
Other,2025-04-14,444.0,785781.0,277.0,166.0
Other,2025-04-21,454.0,802979.0,294.0,160.0
Other,2025-04-28,448.0,792863.0,299.0,149.0
Other,2025-05-05,458.0,811072.0,276.0,183.0
Other,2025-05-12,446.0,790081.0,271.0,175.0
Other,2025-05-19,455.0,804918.0,243.0,212.0
Other,2025-05-26,417.0,737982.0,229.0,187.0
Other,2025-06-02,430.0,761755.0,248.0,182.0
Other,2025-06-09,452.0,799944.0,260.0,192.0
Other,2025-06-16,449.0,795645.0,265.0,185.0
Other,2025-06-23,461.0,816383.0,279.0,182.0
Other,2025-06-30,482.0,853308.0,281.0,201.0
Other,2025-07-07,483.0,854319.0,307.0,176.0
Other,2025-07-14,538.0,952194.0,289.0,249.0
Other,2025-07-21,526.0,930444.0,294.0,232.0
Other,2025-07-28,407.0,721037.0,221.0,187.0
Other,2025-08-04,494.0,875058.0,287.0,207.0
Other,2025-08-11,462.0,817395.0,255.0,207.0
Other,2025-08-18,442.0,782241.0,248.0,194.0
Other,2025-08-25,423.0,749110.0,234.0,189.0
Other,2025-09-01,375.0,663122.0,213.0,162.0
Other,2025-09-08,430.0,761249.0,258.0,172.0
Other,2025-09-15,446.0,789575.0,262.0,184.0
Other,2025-09-22,421.0,745063.0,240.0,181.0
Other,2025-09-29,402.0,712438.0,225.0,177.0
Other,2025-10-06,402.0,710921.0,230.0,172.0
Other,2025-10-13,349.0,618357.0,207.0,143.0
Other,2025-10-20,349.0,617346.0,191.0,158.0
Other,2025-10-27,359.0,636314.0,185.0,174.0
Other,2025-11-03,327.0,578651.0,184.0,143.0
Other,2025-11-10,324.0,573593.0,176.0,148.0
Other,2025-11-17,341.0,603689.0,200.0,141.0
Other,2025-11-24,352.0,623415.0,210.0,142.0
Other,2025-12-01,348.0,616081.0,223.0,125.0
Other,2025-12-08,401.0,709657.0,241.0,160.0
Other,2025-12-15,379.0,670709.0,219.0,159.0
Other,2025-12-22,412.0,729889.0,257.0,155.0
Other,2025-12-29,433.0,765802.0,276.0,157.0
Other,2026-01-05,425.0,751892.0,278.0,147.0
Other,2026-01-12,459.0,812590.0,290.0,169.0
Other,2026-01-19,410.0,725084.0,262.0,148.0
Other,2026-01-26,400.0,707633.0,242.0,157.0
Other,2026-02-02,411.0,727360.0,244.0,166.0
Other,2026-02-09,353.0,624427.0,210.0,143.0
Other,2026-02-16,395.0,699793.0,237.0,158.0
Other,2026-02-23,367.0,648959.0,221.0,145.0
Other,2026-03-02,300.0,530851.0,165.0,135.0
Other,2026-03-09,322.0,569293.0,188.0,133.0
Other,2026-03-16,309.0,546279.0,171.0,138.0
Other,2026-03-23,298.0,528069.0,170.0,128.0
Other,2026-03-30,352.0,623162.0,205.0,147.0
Other,2026-04-06,312.0,552096.0,162.0,149.0
Other,2026-04-13,335.0,592308.0,183.0,152.0
Other,2026-04-20,292.0,516351.0,152.0,140.0
Other,2026-04-27,298.0,527311.0,137.0,161.0
Other,2026-05-04,355.0,628473.0,136.0,219.0
South Asia,2022-02-21,4.0,6196.0,0.0,4.0
South Asia,2022-02-28,1.0,1770.0,0.0,1.0
South Asia,2022-03-07,2.0,3541.0,1.0,1.0
South Asia,2022-03-14,1.0,1770.0,0.0,1.0
South Asia,2022-03-21,1.0,1770.0,0.0,0.0
South Asia,2022-03-28,,,,
South Asia,2022-04-04,,,,
South Asia,2022-04-11,2.0,3541.0,0.0,2.0
South Asia,2022-04-18,,,,
South Asia,2022-04-25,2.0,3541.0,0.0,2.0
South Asia,2022-05-02,,,,
South Asia,2022-05-09,,,,
South Asia,2022-05-16,,,,
South Asia,2022-05-23,3.0,5311.0,0.0,3.0
South Asia,2022-05-30,,,,
South Asia,2022-06-06,,,,
South Asia,2022-06-13,,,,
South Asia,2022-06-20,2.0,3541.0,0.0,2.0
South Asia,2022-06-27,2.0,3541.0,0.0,2.0
South Asia,2022-07-04,1.0,2213.0,0.0,1.0
South Asia,2022-07-11,4.0,7672.0,0.0,4.0
South Asia,2022-07-18,1.0,2360.0,0.0,1.0
South Asia,2022-07-25,1.0,1770.0,0.0,1.0
South Asia,2022-08-01,1.0,2360.0,0.0,1.0
South Asia,2022-08-08,3.0,5311.0,0.0,3.0
South Asia,2022-08-15,8.0,14517.0,2.0,6.0
South Asia,2022-08-22,4.0,6639.0,0.0,4.0
South Asia,2022-08-29,1.0,1770.0,0.0,1.0
South Asia,2022-09-05,2.0,4131.0,0.0,2.0
South Asia,2022-09-12,6.0,10622.0,1.0,5.0
South Asia,2022-09-19,,,,
South Asia,2022-09-26,3.0,5901.0,0.0,3.0
South Asia,2022-10-03,1.0,1770.0,0.0,1.0
South Asia,2022-10-10,4.0,7790.0,1.0,3.0
South Asia,2022-10-17,,,,
South Asia,2022-10-24,2.0,2656.0,0.0,2.0
South Asia,2022-10-31,1.0,1770.0,0.0,1.0
South Asia,2022-11-07,4.0,7790.0,0.0,4.0
South Asia,2022-11-14,4.0,7967.0,1.0,4.0
South Asia,2022-11-21,5.0,8557.0,1.0,4.0
South Asia,2022-11-28,7.0,11684.0,1.0,5.0
South Asia,2022-12-05,8.0,13657.0,3.0,5.0
South Asia,2022-12-12,7.0,13151.0,2.0,5.0
South Asia,2022-12-19,7.0,12983.0,2.0,5.0
South Asia,2022-12-26,5.0,9358.0,1.0,5.0
South Asia,2023-01-02,5.0,8557.0,1.0,4.0
South Asia,2023-01-09,7.0,11887.0,1.0,6.0
South Asia,2023-01-16,11.0,19727.0,1.0,10.0
South Asia,2023-01-23,11.0,18968.0,2.0,9.0
South Asia,2023-01-30,21.0,37683.0,4.0,17.0
South Asia,2023-02-06,18.0,31866.0,2.0,16.0
South Asia,2023-02-13,17.0,29590.0,2.0,14.0
South Asia,2023-02-20,14.0,24279.0,2.0,12.0
South Asia,2023-02-27,19.0,32878.0,3.0,16.0
South Asia,2023-03-06,17.0,30855.0,3.0,14.0
South Asia,2023-03-13,11.0,20233.0,2.0,9.0
South Asia,2023-03-20,11.0,19980.0,2.0,9.0
South Asia,2023-03-27,9.0,16439.0,2.0,7.0
South Asia,2023-04-03,13.0,22509.0,4.0,8.0
South Asia,2023-04-10,13.0,23015.0,5.0,8.0
South Asia,2023-04-17,11.0,19474.0,4.0,7.0
South Asia,2023-04-24,10.0,16945.0,2.0,7.0
South Asia,2023-05-01,12.0,20485.0,3.0,9.0
South Asia,2023-05-08,26.0,46788.0,5.0,21.0
South Asia,2023-05-15,24.0,42488.0,7.0,17.0
South Asia,2023-05-22,17.0,29590.0,3.0,13.0
South Asia,2023-05-29,19.0,33637.0,3.0,16.0
South Asia,2023-06-05,22.0,39453.0,6.0,16.0
South Asia,2023-06-12,20.0,35154.0,5.0,15.0
South Asia,2023-06-19,19.0,34395.0,3.0,16.0
South Asia,2023-06-26,18.0,31613.0,3.0,14.0
South Asia,2023-07-03,13.0,23267.0,2.0,11.0
South Asia,2023-07-10,11.0,19727.0,1.0,10.0
South Asia,2023-07-17,16.0,29084.0,6.0,11.0
South Asia,2023-07-24,18.0,31866.0,5.0,13.0
South Asia,2023-07-31,14.0,25291.0,3.0,11.0
South Asia,2023-08-07,16.0,27820.0,3.0,12.0
South Asia,2023-08-14,14.0,24279.0,2.0,12.0
South Asia,2023-08-21,14.0,24532.0,2.0,12.0
South Asia,2023-08-28,15.0,27061.0,3.0,12.0
South Asia,2023-09-04,15.0,26555.0,3.0,12.0
South Asia,2023-09-11,8.0,13657.0,1.0,7.0
South Asia,2023-09-18,17.0,29337.0,3.0,13.0
South Asia,2023-09-25,18.0,32372.0,6.0,12.0
South Asia,2023-10-02,19.0,32878.0,6.0,13.0
South Asia,2023-10-09,17.0,29843.0,5.0,11.0
South Asia,2023-10-16,26.0,45523.0,7.0,18.0
South Asia,2023-10-23,24.0,43247.0,8.0,16.0
South Asia,2023-10-30,19.0,34142.0,5.0,15.0
South Asia,2023-11-06,23.0,40465.0,8.0,15.0
South Asia,2023-11-13,23.0,40465.0,7.0,16.0
South Asia,2023-11-20,26.0,45776.0,9.0,17.0
South Asia,2023-11-27,28.0,49570.0,8.0,20.0
South Asia,2023-12-04,25.0,44259.0,8.0,17.0
South Asia,2023-12-11,25.0,44512.0,6.0,19.0
South Asia,2023-12-18,27.0,47041.0,7.0,20.0
South Asia,2023-12-25,31.0,54122.0,9.0,22.0
South Asia,2024-01-01,39.0,69802.0,18.0,22.0
South Asia,2024-01-08,47.0,82448.0,22.0,25.0
South Asia,2024-01-15,50.0,89276.0,22.0,28.0
South Asia,2024-01-22,50.0,88012.0,21.0,28.0
South Asia,2024-01-29,59.0,103860.0,22.0,37.0
South Asia,2024-02-05,41.0,73174.0,14.0,27.0
South Asia,2024-02-12,40.0,70055.0,13.0,27.0
South Asia,2024-02-19,28.0,49317.0,9.0,19.0
South Asia,2024-02-26,33.0,58169.0,11.0,22.0
South Asia,2024-03-04,39.0,69549.0,13.0,27.0
South Asia,2024-03-11,49.0,86494.0,18.0,31.0
South Asia,2024-03-18,49.0,87506.0,20.0,29.0
South Asia,2024-03-25,52.0,91805.0,22.0,29.0
South Asia,2024-04-01,49.0,86494.0,15.0,34.0
South Asia,2024-04-08,42.0,74608.0,15.0,27.0
South Asia,2024-04-15,43.0,76125.0,13.0,30.0
South Asia,2024-04-22,65.0,115578.0,24.0,42.0
South Asia,2024-04-29,58.0,102174.0,16.0,42.0
South Asia,2024-05-06,55.0,97875.0,17.0,38.0
South Asia,2024-05-13,55.0,96863.0,14.0,41.0
South Asia,2024-05-20,53.0,94334.0,19.0,35.0
South Asia,2024-05-27,52.0,91552.0,18.0,34.0
South Asia,2024-06-03,56.0,99139.0,20.0,36.0
South Asia,2024-06-10,59.0,104451.0,21.0,38.0
South Asia,2024-06-17,42.0,74860.0,12.0,30.0
South Asia,2024-06-24,54.0,94840.0,15.0,38.0
South Asia,2024-07-01,54.0,96357.0,18.0,36.0
South Asia,2024-07-08,59.0,103945.0,19.0,39.0
South Asia,2024-07-15,56.0,98431.0,18.0,38.0
South Asia,2024-07-22,59.0,105209.0,21.0,39.0
South Asia,2024-07-29,54.0,96357.0,20.0,34.0
South Asia,2024-08-05,66.0,116843.0,24.0,42.0
South Asia,2024-08-12,57.0,100404.0,15.0,41.0
South Asia,2024-08-19,62.0,110267.0,22.0,40.0
South Asia,2024-08-26,68.0,120131.0,22.0,46.0
South Asia,2024-09-02,63.0,112291.0,22.0,41.0
South Asia,2024-09-09,62.0,110520.0,23.0,40.0
South Asia,2024-09-16,56.0,98887.0,21.0,35.0
South Asia,2024-09-23,64.0,112544.0,25.0,39.0
South Asia,2024-09-30,60.0,106221.0,25.0,35.0
South Asia,2024-10-07,61.0,108750.0,21.0,40.0
South Asia,2024-10-14,61.0,107738.0,24.0,37.0
South Asia,2024-10-21,46.0,81183.0,16.0,30.0
South Asia,2024-10-28,60.0,106727.0,22.0,38.0
South Asia,2024-11-04,57.0,101416.0,21.0,37.0
South Asia,2024-11-11,58.0,101921.0,16.0,42.0
South Asia,2024-11-18,43.0,76884.0,13.0,30.0
South Asia,2024-11-25,49.0,85988.0,15.0,34.0
South Asia,2024-12-02,60.0,106474.0,16.0,44.0
South Asia,2024-12-09,60.0,106980.0,20.0,40.0
South Asia,2024-12-16,75.0,132017.0,28.0,47.0
South Asia,2024-12-23,87.0,154273.0,36.0,52.0
South Asia,2024-12-30,85.0,150480.0,37.0,48.0
South Asia,2025-01-06,79.0,140110.0,37.0,43.0
South Asia,2025-01-13,87.0,153666.0,38.0,49.0
South Asia,2025-01-20,98.0,173747.0,49.0,49.0
South Asia,2025-01-27,118.0,208395.0,63.0,54.0
South Asia,2025-02-03,104.0,183357.0,54.0,49.0
South Asia,2025-02-10,97.0,172230.0,52.0,45.0
South Asia,2025-02-17,128.0,226604.0,77.0,51.0
South Asia,2025-02-24,115.0,204096.0,70.0,45.0
South Asia,2025-03-03,119.0,210671.0,68.0,51.0
South Asia,2025-03-10,125.0,221041.0,75.0,50.0
South Asia,2025-03-17,143.0,253666.0,87.0,56.0
South Asia,2025-03-24,130.0,230145.0,81.0,49.0
South Asia,2025-03-31,100.0,176276.0,57.0,43.0
South Asia,2025-04-07,107.0,189427.0,65.0,42.0
South Asia,2025-04-14,102.0,180828.0,61.0,41.0
South Asia,2025-04-21,54.0,94840.0,24.0,29.0
South Asia,2025-04-28,55.0,97622.0,29.0,27.0
South Asia,2025-05-05,55.0,97116.0,29.0,26.0
South Asia,2025-05-12,92.0,162366.0,42.0,49.0
South Asia,2025-05-19,94.0,166118.0,43.0,51.0
South Asia,2025-05-26,112.0,197520.0,59.0,52.0
South Asia,2025-06-02,127.0,225087.0,65.0,62.0
South Asia,2025-06-09,115.0,203843.0,66.0,49.0
South Asia,2025-06-16,83.0,146433.0,34.0,49.0
South Asia,2025-06-23,81.0,143651.0,35.0,46.0
South Asia,2025-06-30,70.0,124177.0,29.0,41.0
South Asia,2025-07-07,76.0,135052.0,33.0,44.0
South Asia,2025-07-14,74.0,131259.0,30.0,44.0
South Asia,2025-07-21,63.0,111279.0,25.0,38.0
South Asia,2025-07-28,61.0,108497.0,26.0,36.0
South Asia,2025-08-04,62.0,110267.0,27.0,36.0
South Asia,2025-08-11,85.0,150985.0,47.0,38.0
South Asia,2025-08-18,106.0,186898.0,62.0,43.0
South Asia,2025-08-25,115.0,203337.0,65.0,49.0
South Asia,2025-09-01,120.0,212948.0,67.0,53.0
South Asia,2025-09-08,122.0,215224.0,68.0,54.0
South Asia,2025-09-15,116.0,205360.0,64.0,52.0
South Asia,2025-09-22,129.0,228122.0,66.0,63.0
South Asia,2025-09-29,120.0,211683.0,62.0,58.0
South Asia,2025-10-06,109.0,192462.0,59.0,49.0
South Asia,2025-10-13,100.0,177793.0,50.0,51.0
South Asia,2025-10-20,100.0,177035.0,55.0,45.0
South Asia,2025-10-27,107.0,190186.0,66.0,42.0
South Asia,2025-11-03,116.0,204602.0,66.0,49.0
South Asia,2025-11-10,108.0,190692.0,51.0,56.0
South Asia,2025-11-17,99.0,175770.0,56.0,43.0
South Asia,2025-11-24,88.0,156296.0,47.0,41.0
